,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change
32,2004-02-03 07:33:34,1075761214.0,aapl,0.07,22.32,7.05035971223021,1136.030029,6.198823972409507
33,2004-06-03 01:20:38,1086193238.0,aapl,0.0,28.92,38.705035971223026,1116.640015,4.3861987503269635
34,2004-08-10 02:02:44,1092070964.0,aapl,0.0,30.3,45.32374100719424,1079.040039,0.8712624100387102
35,2004-10-12 05:40:57,1097527257.0,aapl,0.0,38.59,85.08393285371703,1121.839966,4.8723026972448675
36,2004-12-04 14:16:51,1102137411.0,aapl,0.0,62.68,200.62350119904076,1191.369995,11.372137316112614
37,2005-01-26 15:16:47,1106720207.0,aapl,0.0,71.94,245.03597122302153,1174.069946,9.754887057259594
38,2005-02-04 03:07:08,1107454028.0,aapl,0.0,77.81,273.18944844124695,1203.030029,12.46214538514959
39,2005-03-01 10:36:03,1109640963.0,aapl,0.0,44.86,115.15587529976017,1210.410034,13.152046032054496
40,2005-12-17 11:55:53,1134788153.0,aapl,0.0,71.11,241.05515587529976,1272.73999,18.978800480859682
41,2006-01-25 09:43:52,1138149832.0,aapl,0.0,76.04,264.70023980815347,1264.680054,18.22533824602214
42,2003-10-26 16:06:32,1067151992.0,abc,0.592,57.01,0.0,1033.77002,0.0
43,2004-01-28 07:37:34,1075243054.0,abc,0.429,56.36,-1.14015085072794,1128.47998,9.161608304330604
44,2004-05-16 19:24:15,1084703055.0,abc,0.412,58.97,3.4379933345027203,1096.439941,6.062269149573535
45,2004-10-20 01:31:26,1098203486.0,abc,0.331,52.1,-8.612524118575683,1103.660034,6.760692673211792
46,2005-01-08 07:45:42,1105137942.0,abc,0.332,57.9,1.5611296263813377,1183.73999,14.507092206059536
47,2005-03-30 19:52:42,1112179962.0,abc,0.291,55.44,-2.753902824065954,1181.410034,14.281707840589156
48,2005-05-26 01:50:44,1117039844.0,abc,0.23,65.93,15.646377828451167,1197.619995,15.849751088738294
49,2005-12-04 08:46:13,1133653573.0,abc,0.223,79.46,39.379056305911234,1264.670044,22.335724535714437
50,2007-02-20 06:12:02,1171919522.0,abc,0.308,54.9,-3.701105069286089,1459.680054,41.19968907591265
51,2007-04-05 16:11:07,1175757067.0,abc,0.308,53.94,-5.385020171899668,1443.76001,39.659690459972914
52,2008-01-23 20:34:05,1201088045.0,abc,0.396,45.55,-20.101736537449572,1338.599976,29.487211865555945
53,2004-09-20 13:31:02,1095654662.0,abt,0.543,42.92,0.0,1122.199951,0.0
54,2004-10-23 22:48:08,1098539288.0,abt,0.543,40.86,-4.7996272134203215,1103.660034,-1.6521045989601955
55,2005-01-25 12:44:11,1106624651.0,abt,0.508,45.93,7.013047530288905,1168.410034,4.117811888943839
56,2005-02-28 19:21:54,1109586114.0,abt,0.508,45.61,6.267474370922642,1203.599976,7.253611526846333
57,2006-06-17 18:01:01,1150534861.0,abt,0.436,42.78,-0.3261882572227413,1230.040039,9.609703502829676
58,2006-07-18 12:32:14,1153193534.0,abt,0.436,44.48,3.63466915191052,1236.859985,10.217433524019107
59,2007-01-13 21:19:42,1168690782.0,abt,0.604,50.45,17.544268406337373,1414.849976,26.078242539506213
60,2007-03-23 02:47:40,1174585660.0,abt,0.883,54.5,26.980428704566627,1436.109985,27.972736384480555
61,2007-04-10 20:13:09,1176203589.0,abt,0.883,57.11,33.06150978564771,1448.390015,29.06701820021732
62,2007-06-03 02:36:35,1180805795.0,abt,0.871,56.3,31.174277726001854,1530.619995,36.394587580943494
63,2008-01-23 23:41:45,1201099305.0,abt,0.784,57.97,35.06523765144454,1338.599976,19.283553239078685
64,2008-04-28 03:46:55,1209322015.0,abt,0.687,51.28,19.478098788443614,1396.369995,24.43147887822354
65,2008-10-23 21:57:42,1224766662.0,abt,0.732,55.02,28.191985088536814,908.1099849999999,-19.077702312250423
66,2008-12-25 05:30:56,1230150656.0,abt,0.546,52.65,22.67008387698042,871.6300050000001,-22.32845811272005
67,2004-08-16 22:53:27,1092664407.0,ace,0.26,39.1,0.0,1079.339966,0.0
68,2004-10-10 11:27:42,1097375262.0,ace,0.26,41.04,4.961636828644496,1130.650024,4.753836568301412
69,2005-01-13 13:27:29,1105590449.0,ace,0.21,42.76,9.360613810741679,1177.449951,9.089813042279216
70,2007-02-20 18:32:05,1171963925.0,ace,0.171,58.6,49.87212276214834,1459.680054,35.238210386068474
71,2007-04-05 15:54:06,1175756046.0,ace,0.171,57.24,46.39386189258312,1443.76001,33.76323081508129
72,2008-01-23 21:48:58,1201092538.0,ace,0.154,59.98,53.40153452685421,1338.599976,24.020236270950793
73,2003-12-15 23:12:24,1071497544.0,aci,1.074,30.78,0.0,1068.040039,0.0
74,2005-01-24 04:33:07,1106508787.0,aci,1.18,34.52,12.150747238466543,1163.75,8.961270879845735
75,2005-02-05 03:36:51,1107542211.0,aci,1.18,38.4,24.75633528265106,1193.189941,11.717716324303467
76,2005-03-30 06:50:28,1112133028.0,aci,0.936,41.15,33.69070825211175,1181.410034,10.614770126609459
77,2006-05-24 04:17:01,1148411821.0,aci,0.854,46.39,50.71474983755685,1258.569946,17.83921014594099
78,2007-03-11 21:41:07,1173616867.0,aci,0.86,30.08,-2.274204028590003,1401.890015,31.258189188542207
79,2007-04-07 18:52:27,1175939547.0,aci,0.86,33.93,10.233918128654967,1439.369995,34.767419051787066
80,2008-03-02 17:50:27,1204447827.0,aci,0.851,51.09,65.98440545808968,1367.680054,28.055129401380054
81,2008-06-05 02:23:56,1212600236.0,aci,0.899,67.52,119.3632228719948,1404.050049,31.460431981052352
82,2008-10-08 20:51:28,1223466688.0,aci,0.772,25.11,-18.421052631578952,984.9400019999999,-7.780610648062048
83,2008-12-05 05:35:57,1228422957.0,aci,0.767,11.93,-61.241065627030544,876.070007,-17.97404825569465
84,2003-11-08 10:24:47,1068254687.0,acn,0.076,25.05,0.0,1051.810059,0.0
85,2004-12-10 06:26:24,1102627584.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948149700097144
86,2005-02-10 03:10:56,1107972656.0,acn,0.023,25.51,1.8363273453093847,1197.01001,13.804769193598295
87,2005-04-04 05:07:40,1112558860.0,acn,0.023,24.44,-2.43512974051896,1176.119995,11.818667727725174
88,2005-09-04 02:06:58,1125767218.0,acn,0.04,25.31,1.037924151696599,1221.589966,16.14168884840453
89,2006-06-03 23:44:14,1149345854.0,acn,0.045,27.89,11.337325349301395,1270.089966,20.752787552490986
90,2006-08-22 00:50:41,1156175441.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769
91,2006-08-22 06:44:05,1156196645.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769
92,2006-08-27 03:22:58,1156616578.0,acn,0.034,28.36,13.21357285429141,1296.060059,23.221873370579736
93,2006-11-02 16:40:55,1162453255.0,acn,0.027,32.96,31.57684630738523,1367.339966,29.998753510684967
94,2006-11-11 01:01:42,1163174502.0,acn,0.027,33.87,35.20958083832334,1385.719971,31.746217783604607
95,2006-12-03 00:17:12,1165072632.0,acn,0.027,33.81,34.970059880239525,1400.630005,33.16377733938368
96,2007-03-14 19:10:39,1173867039.0,acn,0.018,35.39,41.27744510978044,1387.170044,31.88408231414338
97,2007-05-05 07:47:14,1178318834.0,acn,0.015,39.1,56.087824351297414,1495.920044,42.22340157330632
98,2007-06-05 04:17:34,1180984654.0,acn,0.015,41.24,64.63073852295409,1530.949951,45.55384196035723
99,2007-07-06 07:06:36,1183673196.0,acn,0.015,42.81,70.89820359281438,1530.439941,45.50535316757227
100,2008-04-07 01:42:51,1207500171.0,acn,0.004,36.77,46.78642714570859,1372.540039,30.49314629153971
101,2008-10-18 23:21:07,1224339667.0,acn,0.003,31.4,25.349301397205583,907.840027,-13.687835628504857
102,2008-12-02 16:28:13,1228202893.0,acn,0.003,29.98,19.68063872255489,848.8099980000001,-19.30006841663033
103,2008-12-21 20:10:46,1229857846.0,acn,0.001,32.21,28.582834331337324,885.2800289999999,-15.832709392257296
104,2004-01-25 05:32:05,1074976325.0,adbe,0.0,38.04,0.0,1143.939941,0.0
105,2004-08-21 23:10:00,1093097400.0,adbe,0.0,46.09,21.16193480546794,1095.170044,-4.263326705540752
106,2004-11-12 17:19:37,1100247577.0,adbe,0.0,58.1,52.733964248159836,1184.170044,3.5168020241370233
107,2005-02-07 16:20:07,1107760807.0,adbe,0.0,63.67,67.3764458464774,1201.719971,5.05096709443419
108,2005-04-05 04:12:22,1112641942.0,adbe,0.0,66.58,75.02628811777076,1181.390015,3.2737797377073887
109,2005-08-31 10:51:30,1125453090.0,adbe,0.0,27.12,-28.706624605678225,1220.329956,6.6777994422698415
110,2008-12-04 14:30:57,1228368657.0,adbe,0.08,22.54,-40.7465825446898,845.2199710000001,-26.11325641264588
111,2008-12-05 00:15:55,1228403755.0,adbe,0.08,20.44,-46.267087276550996,876.070007,-23.416433363261685
112,2008-12-17 11:42:55,1229481775.0,adbe,0.08,22.32,-41.32492113564668,904.419983,-20.938158500752976
113,2008-12-20 21:49:14,1229777354.0,adbe,0.079,22.13,-41.824395373291274,904.419983,-20.938158500752976
114,2004-01-20 06:29:18,1074547758.0,adi,0.0,50.5,0.0,1138.77002,0.0
115,2004-05-12 18:46:27,1084355187.0,adi,0.0,45.04,-10.811881188118813,1097.280029,-3.643403871837083
116,2004-06-22 09:09:13,1087862953.0,adi,0.0,45.03,-10.831683168316829,1134.410034,-0.38286799998474985
117,2004-08-10 02:07:28,1092071248.0,adi,0.0,35.92,-28.87128712871287,1079.040039,-5.24513114597098
118,2004-11-11 09:56:15,1100134575.0,adi,0.0,38.5,-23.762376237623762,1173.47998,3.0480219351050475
119,2005-01-24 03:34:28,1106505268.0,adi,0.0,34.47,-31.742574257425744,1163.75,2.1935930487527298
120,2005-03-17 01:05:45,1110989145.0,adi,0.0,35.92,-28.87128712871287,1190.209961,4.517149213324047
121,2005-04-08 23:33:20,1112970800.0,adi,0.0,35.67,-29.366336633663366,1181.199951,3.725943803824422
122,2005-09-07 23:00:53,1126101653.0,adi,0.0,36.88,-26.970297029702966,1236.359985,8.569769425436764
123,2005-10-31 08:19:48,1130714388.0,adi,0.0,34.61,-31.465346534653467,1207.01001,5.992429445938526
124,2003-11-12 17:41:28,1068626488.0,adm,0.733,14.48,0.0,1058.530029,0.0
125,2004-01-31 04:11:22,1075489882.0,adm,0.703,15.66,8.149171270718229,1128.47998,6.608216024450645
126,2004-04-14 16:44:25,1081928665.0,adm,0.789,16.81,16.091160220994464,1128.170044,6.578936174894283
127,2004-06-19 13:33:48,1087619628.0,adm,0.848,16.28,12.43093922651934,1133.560059,7.088134294204316
128,2004-11-30 07:08:52,1101766132.0,adm,0.613,21.23,46.61602209944751,1173.819946,10.891511231751752
129,2005-01-26 00:58:06,1106668686.0,adm,0.613,22.65,56.42265193370164,1174.069946,10.915128889555579
130,2005-02-08 21:21:16,1107865276.0,adm,0.613,23.71,63.74309392265194,1202.300049,13.58204453923904
131,2005-02-14 20:39:46,1108381186.0,adm,0.528,24.5,69.1988950276243,1206.140015,13.944808551104405
132,2007-02-20 08:05:08,1171926308.0,adm,0.541,35.88,147.79005524861878,1459.680054,37.89689607379101
133,2007-03-07 08:11:55,1173222715.0,adm,0.541,32.96,127.62430939226519,1391.969971,31.50028179313938
134,2007-04-09 12:40:37,1176090037.0,adm,0.541,37.02,155.66298342541438,1444.609985,36.47321714290261
135,2007-06-18 03:24:32,1182104672.0,adm,0.597,34.57,138.74309392265195,1531.050049,44.63926455127518
136,2007-06-19 05:10:54,1182197454.0,adm,0.597,34.75,139.98618784530385,1533.699951,44.88960246587393
137,2007-10-12 05:57:34,1192136254.0,adm,0.47,34.9,141.0220994475138,1561.800049,47.54423646114624
138,2008-01-23 23:14:44,1201097684.0,adm,0.62,40.85,182.11325966850828,1338.599976,26.458384677530955
139,2009-01-09 16:47:55,1231487275.0,adm,0.628,27.94,92.95580110497238,890.349976,-15.88807576473582
140,2004-05-12 18:03:39,1084352619.0,adp,0.015,45.7,0.0,1097.280029,0.0
141,2006-05-29 06:22:46,1148851366.0,adp,0.012,45.98,0.6126914660831378,1280.160034,16.666666681855737
142,2006-06-27 09:26:37,1151367997.0,adp,0.012,44.48,-2.6695842450765994,1239.199951,12.933792491360474
143,2007-02-20 18:32:39,1171963959.0,adp,0.012,50.7,10.940919037199125,1459.680054,33.027123015286364
144,2007-04-28 09:46:50,1177721210.0,adp,0.012,45.17,-1.1597374179431095,1495.420044,36.28426695807474
145,2007-05-28 15:46:58,1180334818.0,adp,0.007,49.23,7.724288840262568,1515.72998,38.13520158398874
146,2007-06-30 05:05:33,1183147533.0,adp,0.007,48.47,6.061269146608305,1506.339966,37.279447924774
147,2007-10-22 09:12:40,1193011960.0,adp,0.008,47.52,3.982494529540482,1506.329956,37.27853566903841
148,2008-01-23 19:35:35,1201084535.0,adp,0.078,38.56,-15.62363238512035,1338.599976,21.992558018204843
149,2008-12-07 07:53:01,1228603981.0,adp,0.288,37.59,-17.746170678336977,845.2199710000001,-22.971352010271566
150,2003-10-03 16:48:40,1065167320.0,adsk,0.0,18.44,0.0,1029.849976,0.0
151,2004-06-20 07:36:21,1087684581.0,adsk,0.0,39.4,113.66594360086766,1132.050049,9.923782626761938
152,2004-08-03 23:39:21,1091543961.0,adsk,0.0,39.96,116.70281995661604,1099.689941,6.781566891059492
153,2005-02-25 15:10:44,1109311844.0,adsk,0.0,29.83,61.767895878524925,1211.369995,17.625870100520356
154,2005-04-19 09:08:08,1113869288.0,adsk,0.0,31.69,71.85466377440348,1152.780029,11.93669523375316
155,2004-09-24 17:33:50,1096014830.0,aee,0.804,46.07,0.0,1110.109985,0.0
156,2004-11-02 15:30:15,1099377015.0,aee,0.804,48.01,4.210983286303446,1130.560059,1.84216647686489
157,2005-03-05 21:55:16,1110027316.0,aee,0.974,51.83,12.502713262426738,1210.079956,9.005411387232948
158,2005-12-16 06:43:01,1134682981.0,aee,0.863,52.32,13.566312133709571,1267.319946,14.16165633353888
159,2006-01-10 11:29:29,1136860169.0,aee,0.863,51.66,12.133709572389833,1289.689941,16.176771529534527
160,2007-02-20 06:12:12,1171919532.0,aee,0.965,53.51,16.14933796396787,1459.680054,31.489678835741653
161,2007-12-15 01:09:10,1197648550.0,aee,1.02,53.77,16.7136965487302,1486.589966,33.91375504112774
162,2008-01-23 19:17:07,1201083427.0,aee,1.02,46.34,0.5860646841762603,1338.599976,20.58264443049757
163,2008-12-08 10:59:42,1228701582.0,aeo,0.054,9.73,0.0,909.7000119999999,0.0
164,2009-01-12 14:36:10,1231738570.0,aeo,0.054,10.13,4.110996916752316,870.26001,-4.335495380866274
165,2004-08-03 23:58:46,1091545126.0,aep,1.754,31.64,0.0,1099.689941,0.0
166,2004-10-10 13:54:05,1097384045.0,aep,1.739,32.38,2.3388116308470353,1130.650024,2.815346566855606
167,2005-04-04 22:37:45,1112621865.0,aep,1.435,33.96,7.332490518331227,1176.119995,6.950145777499653
168,2007-03-07 02:53:36,1173203616.0,aep,1.342,45.33,43.26801517067003,1391.969971,26.57840352110667
169,2007-04-10 20:12:53,1176203573.0,aep,1.457,49.34,55.94184576485463,1448.390015,31.70894458513555
170,2008-01-23 20:30:47,1201087847.0,aep,1.55,43.82,38.49557522123894,1338.599976,21.72521781755571
171,2003-10-03 17:23:47,1065169427.0,aes,101.18,7.96,0.0,1029.849976,0.0
172,2003-12-15 21:31:38,1071491498.0,aes,29.748,8.39,5.402010050251263,1068.040039,3.70831323882072
173,2004-08-04 00:04:30,1091545470.0,aes,15.619,9.66,21.356783919597994,1098.630005,6.6786454923411105
174,2004-10-26 04:29:14,1098732554.0,aes,15.619,11.05,38.819095477386945,1111.089966,7.888526668276588
175,2004-12-05 09:19:07,1102205947.0,aes,12.944,12.42,56.03015075376885,1190.329956,15.58285029274983
176,2005-02-18 08:12:43,1108681963.0,aes,10.698,16.48,107.03517587939697,1201.589966,16.67621440037787
177,2007-02-19 02:26:15,1171819575.0,aes,6.513,22.3,180.15075376884423,1455.540039,41.33515297571847
178,2007-04-11 05:09:29,1176235769.0,aes,6.513,22.42,181.65829145728645,1438.869995,39.71646633315065
179,2008-01-23 21:05:49,1201089949.0,aes,5.378,17.9,124.87437185929646,1338.599976,29.980094887141117
180,2008-04-23 21:50:03,1208955003.0,aes,5.687,17.63,121.48241206030148,1379.930054,33.993308361255906
181,2004-02-15 08:22:54,1076800974.0,aet,0.211,77.5,0.0,1152.109985,0.0
182,2004-08-03 20:44:23,1091533463.0,aet,0.193,86.6,11.74193548387096,1099.689941,-4.549916647063862
183,2004-11-30 04:45:36,1101757536.0,aet,0.178,118.21,52.52903225806451,1173.819946,1.88436531951418
184,2005-02-04 06:20:07,1107465607.0,aet,0.178,130.85,68.83870967741935,1203.030029,4.419720743935741
185,2005-04-08 02:12:37,1112893957.0,aet,0.177,76.32,-1.522580645161299,1181.199951,2.524929596890874
186,2005-09-23 17:26:49,1127464009.0,aet,0.17,82.71,6.7225806451612815,1215.290039,5.483856126808928
187,2006-01-11 03:31:09,1136917869.0,aet,0.172,92.65,19.5483870967742,1294.180054,12.331293960619556
188,2007-01-25 23:46:33,1169736393.0,aet,0.253,41.1,-46.96774193548387,1423.900024,23.590633059221336
189,2007-02-20 08:05:18,1171926318.0,aet,0.253,45.61,-41.148387096774194,1459.680054,26.696241939088814
190,2007-04-06 18:34:03,1175852043.0,aet,0.272,45.0,-41.935483870967744,1437.77002,24.794510829623604
191,2008-01-23 22:12:23,1201093943.0,aet,0.31,54.11,-30.180645161290325,1338.599976,16.186821868399996
192,2008-02-22 22:13:00,1203685980.0,aet,0.31,50.13,-35.31612903225806,1353.109985,17.446251019168106
193,2008-11-01 10:58:06,1225504686.0,aet,0.389,24.87,-67.90967741935484,930.090027,-19.270725962851547
194,2003-10-03 17:29:50,1065169790.0,afl,0.173,33.43,0.0,1029.849976,0.0
195,2003-12-07 12:26:30,1070767590.0,afl,0.206,35.47,6.102303320370922,1069.719971,3.87143719271204
196,2004-06-27 21:50:24,1088340624.0,afl,0.203,40.4,20.849536344600654,1140.650024,10.758853287578274
197,2004-08-29 05:10:22,1093723822.0,afl,0.226,39.99,19.62309303021239,1105.089966,7.305917536866557
198,2005-01-25 00:35:34,1106580934.0,afl,0.189,39.58,18.396649715824108,1168.410034,13.454392506583893
199,2005-03-17 18:20:48,1111051248.0,afl,0.189,38.22,14.328447502243492,1190.209961,15.571198595629241
200,2005-04-06 19:09:19,1112782159.0,afl,0.189,37.0,10.679030810649119,1184.069946,14.974993794630151
201,2005-08-28 22:41:53,1125236513.0,afl,0.162,43.93,31.40891414896799,1212.369995,17.722971622422026
202,2006-05-28 02:32:55,1148751175.0,afl,0.185,46.78,39.93419084654503,1272.880005,23.598585683707395
203,2007-02-20 18:32:53,1171963973.0,afl,0.171,48.45,44.92970385880946,1459.680054,41.73715473291422
204,2007-04-08 10:16:28,1175994988.0,afl,0.171,47.92,43.34430152557584,1443.76001,40.19129423177265
205,2008-01-23 12:52:38,1201060358.0,afl,0.172,61.31,83.39814537840265,1338.599976,29.980094887141117
206,2009-01-29 12:02:15,1233198135.0,afl,0.241,25.06,-25.037391564463064,845.1400150000001,-17.935618323498403
207,2003-11-17 22:46:03,1069076763.0,agn,0.739,76.65,0.0,1043.630005,0.0
208,2004-06-19 14:49:29,1087624169.0,agn,0.695,91.42,19.26940639269406,1133.560059,8.617043738599671
209,2004-08-10 02:33:38,1092072818.0,agn,0.637,69.32,-9.562948467058071,1079.040039,3.3929681812856654
210,2004-11-02 14:09:49,1099372189.0,agn,0.637,72.5,-5.414220482713641,1130.560059,8.329585541189948
211,2005-03-10 01:40:57,1110386457.0,agn,0.522,75.47,-1.5394651011089455,1209.25,15.869608405902436
212,2005-04-04 23:20:33,1112624433.0,agn,0.522,69.07,-9.889106327462507,1176.119995,12.695111233410735
213,2005-08-29 12:42:47,1125286967.0,agn,0.51,92.83,21.10893672537507,1212.280029,16.159943964048836
214,2006-06-21 09:29:01,1150849741.0,agn,0.47,104.14,35.86431833007174,1252.199951,19.98504690366775
215,2007-02-20 16:30:00,1171956600.0,agn,0.544,113.32,47.840834964122614,1459.680054,39.865665705922275
216,2007-04-06 22:28:10,1175866090.0,agn,0.544,113.52,48.10176125244617,1437.77002,37.76625941298036
217,2008-01-23 23:06:53,1201097213.0,agn,0.449,65.01,-15.185909980430528,1338.599976,28.263845384552738
218,2008-02-16 18:44:49,1203155089.0,agn,0.436,63.89,-16.647097195042406,1367.209961,31.005236956559145
219,2008-05-17 08:24:31,1210980271.0,agn,0.429,54.11,-29.406392694063932,1408.660034,34.97695804558628
220,2004-02-15 09:40:39,1076805639.0,aig,1.15,74.72,0.0,1152.109985,0.0
221,2004-08-18 11:50:54,1092797454.0,aig,1.173,68.32,-8.565310492505361,1095.170044,-4.942231361704594
222,2005-01-18 04:07:03,1105988823.0,aig,1.162,66.14,-11.482869379014987,1195.97998,3.8077957461674123
223,2005-04-28 12:07:20,1114657640.0,aig,1.162,51.85,-30.607601713062095,1143.219971,-0.7716289343677604
224,2006-01-07 18:38:22,1136626702.0,aig,1.294,70.11,-6.169700214132762,1273.459961,10.53284647993047
225,2006-06-17 17:06:59,1150531619.0,aig,1.384,59.87,-19.87419700214133,1230.040039,6.76411584090211
226,2007-03-15 06:01:57,1173906117.0,aig,1.687,67.0,-10.331905781584581,1392.280029,20.846103855266904
227,2007-05-04 05:36:10,1178224570.0,aig,1.687,70.65,-5.447002141327614,1505.619995,30.68370334452053
228,2007-06-05 04:27:22,1180985242.0,aig,1.614,72.55,-2.904175588865099,1530.949951,32.8822743429309
229,2007-07-06 07:35:21,1183674921.0,aig,1.614,70.27,-5.955567451820133,1530.439941,32.83800686789465
230,2008-01-23 16:02:26,1201071746.0,aig,1.918,52.07,-30.313169164882225,1338.599976,16.186821868399996
231,2008-05-23 12:57:40,1211515060.0,aig,2.282,37.81,-49.397751605995715,1375.930054,19.426970681102105
232,2008-09-21 02:42:52,1221932572.0,aig,2.411,3.85,-94.84743040685225,1206.51001,4.72177359004487
233,2008-10-27 11:48:40,1225075720.0,aig,2.411,1.7,-97.72483940042827,848.919983,-26.316064086537715
234,2008-12-17 11:42:57,1229481777.0,aig,3.273,1.8,-97.59100642398288,904.419983,-21.498815670797267
235,2008-12-19 05:47:27,1229633247.0,aig,3.273,1.67,-97.76498929336188,887.8800050000001,-22.934440586416752
236,2009-01-06 14:34:51,1231220091.0,aig,3.273,1.66,-97.77837259100643,934.7000119999999,-18.870591855863495
